trial_id,km,ambiente_seca,ambiente_umida,ct,fc,ibutg,interna,interna_pele,pacing,pele,pse,st,tpeito,umidade_absoluta,umidade_relativa,velocidade,vento
18,8,33.30,28.30,4.00,153.00,29.80,39.32,3.94,4.86,35.38,17.00,7.00,34.20,0.03,71.00,12.34,0.00
18,9,32.80,28.45,4.00,175.00,29.76,39.61,3.65,5.14,35.96,18.00,6.00,35.60,0.03,71.00,11.66,0.00
18,10,32.30,28.60,4.00,174.00,29.71,39.87,4.46,5.17,35.41,19.00,6.00,35.60,0.02,71.00,11.61,0.00
19,1,33.15,28.50,1.00,140.00,29.90,37.29,4.12,6.23,33.17,8.00,5.00,36.40,0.03,71.00,9.63,0.00
19,2,33.10,28.50,2.00,153.00,29.88,37.54,3.64,6.00,33.90,9.00,5.00,34.80,0.03,71.00,10.00,0.00
19,3,33.15,28.55,2.00,162.00,29.93,37.85,3.95,5.88,33.90,12.00,5.00,35.20,0.03,71.00,10.21,0.00
19,4,33.20,28.60,2.00,168.00,29.98,38.17,4.13,5.80,34.04,12.00,5.00,32.40,0.03,71.00,10.34,0.00
19,5,33.10,28.20,2.00,172.00,29.67,38.49,4.37,5.76,34.12,13.00,5.00,33.80,0.03,69.50,10.41,0.00
19,6,33.00,27.80,2.00,179.00,29.36,38.78,4.66,5.73,34.12,14.00,5.00,36.40,0.02,68.00,10.48,0.00
19,7,33.10,27.85,3.00,183.00,29.43,39.15,4.72,5.68,34.43,15.00,6.00,34.20,0.02,68.00,10.57,0.00
19,8,33.20,27.90,3.00,188.00,29.49,39.50,4.76,5.64,34.74,16.00,6.00,34.80,0.03,68.00,10.64,0.00
19,9,33.30,27.95,3.00,189.00,29.56,39.79,4.81,5.61,34.98,17.00,6.00,36.00,0.03,69.50,10.69,0.00
19,10,33.40,28.00,4.00,190.00,29.62,39.98,4.63,5.59,35.35,18.00,7.00,35.40,0.03,71.00,10.73,0.00
20,1,33.05,28.25,2.00,149.00,29.69,37.94,2.62,5.80,35.32,9.00,5.00,36.60,0.03,69.50,10.34,0.00
20,2,33.10,28.30,2.00,157.00,29.74,38.39,2.96,5.85,35.43,10.00,5.00,34.80,0.03,71.00,10.26,0.00
20,3,33.00,28.40,2.00,166.00,29.78,38.67,3.24,5.70,35.43,11.00,5.00,35.80,0.03,71.00,10.53,0.00
20,4,32.90,28.50,2.00,172.00,29.82,38.82,2.31,5.74,36.51,12.00,5.00,33.00,0.03,71.00,10.46,0.00
20,5,32.90,28.50,3.00,179.00,29.82,39.08,2.71,5.77,36.37,13.00,6.00,34.60,0.03,71.00,10.39,0.00
20,6,32.90,28.50,3.00,176.00,29.82,39.44,3.35,5.79,36.09,13.00,6.00,36.40,0.03,71.00,10.36,0.00
20,7,33.05,28.60,3.00,179.00,29.94,39.75,3.63,5.85,36.12,14.00,6.00,35.60,0.03,71.00,10.25,0.00
20,8,33.20,28.70,4.00,179.00,30.05,40.06,3.64,5.88,36.42,15.00,7.00,34.80,0.03,71.00,10.21,0.00
20,9,33.15,28.60,4.00,178.00,29.97,40.30,3.54,6.00,36.76,16.00,7.00,36.40,0.03,71.00,10.00,0.00
20,10,33.10,28.50,4.00,186.00,29.88,40.65,3.75,6.02,36.90,17.00,7.00,36.20,0.03,71.00,9.97,0.00
21,1,32.95,27.85,2.00,144.00,29.38,37.08,2.61,6.08,34.47,12.00,5.00,37.40,0.02,67.00,9.86,0.00
21,2,32.60,28.20,3.00,156.00,29.52,37.50,2.21,5.97,35.29,13.00,5.00,36.00,0.03,71.00,10.06,0.00
21,3,32.80,28.55,3.00,158.00,29.83,37.73,1.64,5.92,36.09,15.00,5.00,36.40,0.03,72.50,10.14,0.00
21,4,33.00,28.90,3.00,164.00,30.13,38.13,2.52,5.55,35.61,15.00,6.00,33.80,0.03,74.00,10.80,0.00
21,5,33.15,28.70,4.00,168.00,30.04,38.51,2.13,5.73,36.38,16.00,6.00,34.40,0.03,72.50,10.47,0.00
21,6,33.30,28.50,4.00,176.00,29.94,38.91,3.20,5.70,35.71,16.00,7.00,37.20,0.03,71.00,10.53,0.00
21,7,33.10,28.25,4.00,176.00,29.71,39.39,3.41,5.71,35.98,17.00,7.00,36.20,0.03,69.50,10.50,0.00
21,8,32.90,28.00,4.00,180.00,29.47,39.63,3.97,5.69,35.66,17.00,7.00,35.20,0.02,68.00,10.55,0.00
21,9,32.95,28.35,4.00,179.00,29.73,39.91,3.33,5.71,36.58,19.00,7.00,37.20,0.03,70.00,10.51,0.00
21,10,33.00,28.70,4.00,186.00,29.99,40.20,3.51,5.67,36.69,19.00,7.00,36.60,0.03,72.00,10.59,0.00
22,1,33.40,26.70,2.00,136.00,28.71,37.45,6.77,8.65,30.68,7.00,4.00,33.60,0.02,57.00,6.94,6.10
22,2,33.40,26.90,2.00,148.00,28.85,37.64,7.53,8.03,30.11,11.00,5.00,32.40,0.02,60.00,7.48,6.30
22,3,33.50,27.00,3.00,152.00,28.95,37.85,7.76,7.52,30.09,12.00,5.00,31.80,0.02,60.00,7.98,5.50
22,4,33.70,27.10,3.00,160.00,29.08,38.12,8.45,7.40,29.67,13.00,6.00,31.60,0.02,60.00,8.11,5.70
22,5,33.70,27.20,3.00,166.00,29.15,38.35,8.34,7.24,30.01,13.00,6.00,32.40,0.02,60.00,8.29,5.40
22,6,33.80,27.40,3.00,167.00,29.32,38.55,8.36,7.13,30.19,15.00,6.00,32.60,0.02,60.00,8.41,4.90
22,7,33.70,27.30,4.00,174.00,29.22,38.71,8.70,7.03,30.01,16.00,6.00,32.40,0.02,60.00,8.53,6.20
22,8,33.90,27.50,4.00,178.00,29.42,38.88,8.81,6.93,30.07,18.00,7.00,32.20,0.02,60.00,8.65,6.10
22,9,32.90,27.10,4.00,186.00,28.84,39.08,8.92,6.84,30.16,18.00,7.00,32.40,0.02,62.00,8.77,5.70
22,10,32.80,27.10,4.00,188.00,28.81,39.28,10.23,6.66,29.05,20.00,7.00,30.00,0.02,62.00,9.01,5.30
23,1,33.50,25.10,3.00,135.00,27.62,37.41,5.22,5.57,32.19,12.00,5.00,35.80,0.02,52.00,10.78,7.30
23,2,34.00,25.60,3.00,140.00,28.12,37.99,6.14,5.28,31.85,12.00,5.00,35.00,0.02,51.00,11.37,6.30
23,3,33.60,26.70,3.00,146.00,28.77,38.22,6.69,5.17,31.53,13.00,5.00,34.40,0.02,51.00,11.61,6.10
23,4,33.50,25.60,3.00,149.00,27.97,38.40,7.36,5.06,31.04,13.00,5.00,33.60,0.02,52.00,11.85,6.30
23,5,33.40,25.80,3.00,150.00,28.08,38.58,7.54,5.00,31.04,13.00,5.00,33.80,0.02,52.00,12.00,5.70
23,6,33.00,25.20,3.00,155.00,27.54,38.67,8.13,4.96,30.54,13.00,5.00,33.00,0.02,52.00,12.09,5.70
23,7,33.30,25.20,3.00,160.00,27.63,38.80,8.57,4.86,30.23,14.00,6.00,32.60,0.02,52.00,12.35,5.80
23,8,33.10,24.70,3.00,162.00,27.22,38.94,8.76,4.88,30.18,14.00,6.00,32.60,0.02,50.00,12.31,5.50
23,9,33.50,24.90,3.00,164.00,27.48,39.08,8.45,4.83,30.63,14.00,6.00,33.20,0.02,50.00,12.42,5.10
23,10,32.60,24.30,4.00,168.00,26.79,39.16,8.84,4.79,30.32,15.00,7.00,33.40,0.02,54.00,12.54,6.70
24,1,33.10,25.20,2.00,144.00,27.57,36.88,5.48,4.02,31.40,13.00,5.00,34.40,0.02,52.00,14.94,6.10
24,2,32.90,25.00,3.00,159.00,27.37,37.18,6.01,4.10,31.17,14.00,5.00,34.20,0.02,52.00,14.63,6.50
24,3,33.20,26.00,3.00,162.00,28.16,37.50,6.60,4.13,30.90,14.00,6.00,33.80,0.02,57.00,14.54,6.40
24,4,33.10,26.20,3.00,163.00,28.27,37.83,7.33,4.13,30.50,15.00,6.00,33.20,0.02,57.00,14.52,7.10
24,5,33.10,25.80,3.00,169.00,27.99,38.09,7.93,4.13,30.16,16.00,6.00,32.80,0.02,57.00,14.52,6.50
24,6,33.20,25.60,3.00,170.00,27.88,38.34,7.37,4.14,30.97,17.00,6.00,33.40,0.02,55.00,14.48,6.60
24,7,32.90,25.60,3.00,174.00,27.79,38.61,8.33,4.14,30.28,17.00,6.00,32.80,0.02,55.00,14.48,6.80
24,8,33.50,26.00,3.00,177.00,28.25,38.83,8.60,4.15,30.23,17.00,6.00,32.80,0.02,55.00,14.47,5.70
24,9,32.80,25.50,3.00,178.00,27.69,39.02,8.80,4.15,30.22,19.00,6.00,33.00,0.02,55.00,14.45,5.20
24,10,33.10,26.00,3.00,186.00,28.13,39.34,9.50,4.11,29.84,20.00,6.00,32.20,0.02,57.00,14.60,5.50
25,1,32.90,25.90,2.00,149.00,28.00,36.88,6.71,6.07,30.17,11.00,5.00,33.20,0.02,57.00,9.89,6.60
25,2,32.50,25.20,2.00,163.00,27.39,37.07,7.80,5.86,29.27,13.00,5.00,31.80,0.02,55.00,10.24,6.50
25,3,33.70,26.00,2.00,171.00,28.31,37.34,7.51,5.73,29.83,13.00,5.00,32.20,0.02,57.00,10.48,6.20
25,4,33.00,26.00,3.00,174.00,28.10,37.61,7.87,5.53,29.74,13.00,5.00,32.20,0.02,57.00,10.85,6.20
25,5,33.50,26.30,3.00,182.00,28.46,38.40,8.39,5.50,30.01,15.00,5.00,32.40,0.02,57.00,10.91,5.90
25,6,33.90,26.10,3.00,185.00,28.44,38.42,8.91,5.47,29.51,15.00,6.00,31.80,0.02,55.00,10.96,5.70
25,7,33.90,26.60,3.00,187.00,28.79,38.70,8.49,5.42,30.21,15.00,5.00,32.40,0.02,55.00,11.07,6.10
25,8,32.90,25.40,4.00,188.00,27.65,39.04,8.69,5.35,30.35,17.00,6.00,32.40,0.02,52.00,11.21,6.10
25,9,32.80,25.20,4.00,192.00,27.48,39.36,9.07,5.31,30.29,17.00,6.00,32.60,0.02,52.00,11.29,6.10
25,10,32.70,25.10,4.00,195.00,27.38,39.72,9.60,5.27,30.12,19.00,7.00,32.00,0.02,55.00,11.38,6.40
26,1,33.10,25.20,2.00,144.00,27.57,37.09,5.67,7.53,31.42,9.00,5.00,34.20,0.02,52.00,7.96,5.70
26,2,33.20,25.30,2.00,166.00,27.67,37.31,6.04,6.42,31.27,11.00,5.00,34.00,0.02,55.00,9.35,5.80
26,3,33.20,25.50,2.00,170.00,27.81,37.58,6.27,6.09,31.31,12.00,5.00,34.20,0.02,55.00,9.85,5.90
26,4,32.80,26.00,3.00,174.00,28.04,37.88,6.48,5.79,31.40,13.00,5.00,34.40,0.02,57.00,10.37,6.20
26,5,33.10,26.00,3.00,178.00,28.13,38.22,6.86,5.64,31.36,13.00,6.00,34.20,0.02,57.00,10.63,6.70
26,6,32.90,26.00,3.00,179.00,28.07,38.47,7.07,5.54,31.40,13.00,6.00,34.20,0.02,57.00,10.84,6.20
26,7,32.50,25.50,2.00,174.00,27.60,38.69,7.19,5.52,31.50,15.00,5.00,34.20,0.02,57.00,10.86,6.50
26,8,33.20,25.80,3.00,178.00,28.02,38.90,7.40,5.55,31.50,13.00,5.00,34.20,0.02,57.00,10.81,6.20
26,9,33.00,25.70,2.00,178.00,27.89,38.96,7.59,5.58,31.37,15.00,6.00,34.00,0.02,55.00,10.75,6.90
26,10,33.00,25.50,3.00,193.00,27.75,39.10,7.02,5.52,32.08,19.00,7.00,35.00,0.02,55.00,10.88,6.40
27,1,33.20,24.70,5.00,143.00,27.25,37.35,6.62,7.17,30.73,11.00,3.00,33.60,0.02,50.00,8.37,6.20
27,2,33.10,24.80,5.00,151.00,27.29,37.77,7.22,6.71,30.55,13.00,3.00,33.20,0.02,52.00,8.94,6.20
27,3,33.00,25.50,5.00,167.00,27.75,38.15,7.70,6.31,30.45,14.00,3.00,33.20,0.02,55.00,9.52,6.20
27,4,33.20,26.00,7.00,173.00,28.16,38.46,8.36,6.00,30.10,17.00,3.00,32.60,0.02,57.00,10.00,6.20
27,5,33.00,25.60,7.00,176.00,27.82,38.72,8.75,6.00,29.97,17.00,4.00,32.40,0.02,55.00,10.00,6.20
27,6,33.10,25.60,7.00,177.00,27.85,39.05,7.71,5.90,31.34,17.00,4.00,33.80,0.02,55.00,10.16,5.70
27,7,33.10,25.40,7.00,175.00,27.71,39.28,8.50,5.93,30.78,19.00,4.00,33.40,0.02,55.00,10.12,6.30
27,8,33.00,25.40,7.00,175.00,27.68,39.46,9.03,6.00,30.43,19.00,4.00,33.00,0.02,55.00,10.00,6.30
27,9,32.90,25.40,7.00,181.00,27.65,39.61,8.48,5.98,31.13,19.00,4.00,33.20,0.02,55.00,10.03,5.80
27,10,32.90,25.40,7.00,183.00,27.65,39.69,8.48,5.97,31.21,19.00,4.00,33.40,0.02,55.00,10.06,5.70
28,1,33.50,26.40,3.00,160.00,28.53,37.24,7.44,5.52,29.80,9.00,5.00,32.80,0.02,57.00,10.88,5.60
28,2,33.60,26.80,3.00,172.00,28.84,37.53,6.77,4.85,30.76,10.00,5.00,33.80,0.02,60.00,12.37,4.50
28,3,33.00,26.40,3.00,179.00,28.38,37.83,7.67,4.56,30.16,12.00,5.00,33.20,0.02,60.00,13.17,5.20
28,4,33.10,26.30,3.00,179.00,28.34,38.15,8.11,4.44,30.04,13.00,6.00,32.80,0.02,60.00,13.52,5.20
28,5,33.30,26.20,3.00,181.00,28.33,38.55,8.51,4.35,30.04,14.00,6.00,32.80,0.02,57.00,13.79,5.90
28,6,33.00,26.00,3.00,182.00,28.10,38.78,8.84,4.32,29.94,15.00,6.00,32.80,0.02,57.00,13.89,6.10
28,7,33.40,25.50,3.00,184.00,27.87,39.05,9.41,4.29,29.64,16.00,6.00,32.20,0.02,52.00,14.00,6.70
28,8,32.60,25.10,3.00,182.00,27.35,39.40,10.09,4.37,29.31,17.00,6.00,32.00,0.02,54.00,13.72,6.40
28,9,33.20,25.80,3.00,185.00,28.02,39.55,9.93,4.35,29.62,18.00,6.00,32.60,0.02,57.00,13.78,6.80
28,10,32.60,26.50,3.00,188.00,28.33,39.72,10.09,4.35,29.63,18.00,7.00,32.40,0.02,63.00,13.79,5.90
29,1,33.70,26.00,2.00,152.00,28.31,37.07,8.02,6.58,29.05,11.00,4.50,31.40,0.02,52.00,9.11,5.80
29,2,33.70,26.00,2.00,168.00,28.31,37.40,8.53,6.00,28.87,13.00,4.67,31.00,0.02,52.00,10.00,5.90
29,3,33.20,25.50,2.00,174.00,27.81,37.77,9.26,5.72,28.51,11.00,4.83,30.60,0.02,55.00,10.49,6.00
29,4,33.00,26.00,3.00,176.00,28.10,38.12,9.57,5.51,28.55,13.00,5.00,30.60,0.02,57.00,10.88,6.40
29,5,33.00,26.00,3.00,182.00,28.10,38.56,9.10,5.43,29.46,15.00,5.33,31.80,0.02,57.00,11.04,6.30
29,6,33.40,26.50,4.00,186.00,28.57,38.92,9.11,5.46,29.81,17.00,5.50,32.40,0.02,57.00,10.99,5.90
29,7,33.40,26.50,4.00,186.00,28.57,39.06,8.93,5.34,30.13,17.00,5.33,32.60,0.02,57.00,11.23,6.50
29,8,33.60,27.00,4.00,192.00,28.98,39.29,8.96,5.32,30.33,19.00,5.67,32.60,0.02,60.00,11.28,5.80
29,9,33.00,26.50,4.00,193.00,28.45,39.62,9.51,5.30,30.11,19.00,5.83,32.20,0.02,60.00,11.33,5.40
29,10,33.40,27.00,4.00,195.00,28.92,39.79,8.87,5.28,30.92,19.00,6.33,33.20,0.02,60.00,11.37,5.40
30,1,32.90,25.50,2.00,144.00,27.72,37.28,7.55,6.67,29.73,10.00,4.56,32.40,0.02,55.00,9.00,8.00
30,2,33.00,25.70,2.00,156.00,27.89,37.51,7.27,6.39,30.24,11.00,4.71,32.80,0.02,55.00,9.39,8.20
30,3,33.10,25.70,2.00,160.00,27.92,37.74,7.40,6.19,30.34,11.00,4.85,32.80,0.02,55.00,9.69,8.60
30,4,33.20,25.70,2.00,168.00,27.95,38.01,8.18,6.05,29.83,12.00,5.13,32.20,0.02,55.00,9.91,8.50
30,5,32.90,25.70,2.00,175.00,27.86,38.30,7.18,5.96,31.12,12.00,5.42,33.40,0.02,55.00,10.07,8.50
30,6,33.00,25.80,3.00,176.00,27.96,38.56,7.86,5.90,30.71,12.00,5.56,32.90,0.02,57.00,10.16,8.20
30,7,33.00,25.70,3.00,179.00,27.89,38.81,8.27,5.90,30.54,13.00,5.42,32.60,0.02,55.00,10.16,8.60
30,8,32.80,25.70,3.00,179.00,27.83,39.03,8.37,5.88,30.66,15.00,5.71,33.00,0.02,55.00,10.21,8.50
30,9,33.00,25.70,3.00,173.00,27.89,39.20,8.37,5.89,30.83,15.00,5.85,33.40,0.02,55.00,10.19,8.30
30,10,33.30,26.00,3.00,191.00,28.19,39.39,9.17,5.82,30.22,16.00,6.42,32.20,0.02,55.00,10.32,8.50
31,1,33.10,25.80,1.00,142.00,27.99,37.22,5.97,6.55,31.25,11.00,4.00,34.60,0.02,57.00,9.16,6.50
31,2,33.00,25.70,2.00,144.00,27.89,37.64,6.41,6.35,31.23,11.00,5.00,34.00,0.02,55.00,9.45,6.30
31,3,33.30,25.70,2.00,154.00,27.98,37.93,6.79,6.33,31.14,12.00,6.00,33.80,0.02,52.00,9.47,7.00
31,4,33.10,26.00,4.00,160.00,28.13,38.18,6.94,6.23,31.24,12.00,6.00,33.80,0.02,57.00,9.64,6.40
31,5,32.90,25.80,2.00,161.00,27.93,38.40,7.38,6.20,31.02,14.00,6.00,33.80,0.02,57.00,9.68,5.60
31,6,33.40,25.80,3.00,165.00,28.08,38.66,7.36,6.22,31.30,17.00,6.00,33.60,0.02,55.00,9.65,6.10
31,7,33.10,24.80,4.00,168.00,27.29,38.77,7.46,6.23,31.31,16.00,7.00,33.40,0.02,52.00,9.63,5.80
31,8,33.10,25.20,4.00,170.00,27.57,38.89,7.49,6.27,31.40,17.00,7.00,33.40,0.02,52.00,9.57,5.90
31,9,33.00,25.40,3.00,172.00,27.68,39.07,7.65,6.34,31.42,17.00,6.00,33.60,0.02,55.00,9.47,5.70
31,10,33.00,25.50,3.00,172.00,27.75,39.13,7.74,6.37,31.39,17.00,6.00,33.60,0.02,55.00,9.42,5.90
32,1,33.20,23.00,2.00,160.00,26.06,37.43,6.75,5.75,30.68,9.00,4.00,33.60,0.02,42.00,10.43,5.10
32,2,33.00,25.70,2.00,163.00,27.89,37.59,6.51,5.04,31.08,8.00,4.00,34.20,0.02,52.00,11.90,5.80
32,3,33.20,26.50,2.00,167.00,28.51,37.78,5.94,4.92,31.84,11.00,5.00,35.20,0.02,60.00,12.20,5.90
32,4,33.20,26.60,2.00,167.00,28.58,37.94,5.90,4.92,32.04,11.00,5.00,35.20,0.02,60.00,12.20,6.40
32,5,33.10,26.00,3.00,169.00,28.13,38.23,6.79,4.87,31.44,11.00,5.00,34.60,0.02,57.00,12.31,5.70
32,6,33.30,26.10,3.00,172.00,28.26,38.56,7.21,4.84,31.35,12.00,5.00,34.40,0.02,57.00,12.40,6.40
32,7,33.10,25.50,3.00,175.00,27.78,38.79,7.14,4.81,31.65,13.00,6.00,34.40,0.02,55.00,12.46,6.10
32,8,33.00,25.20,3.00,177.00,27.54,39.00,7.62,4.75,31.38,12.00,7.00,34.00,0.02,55.00,12.63,6.10
32,9,33.10,24.60,3.00,177.00,27.15,39.21,8.25,4.77,30.96,12.00,7.00,33.60,0.02,50.00,12.58,5.90
32,10,33.20,24.90,4.00,177.00,27.39,39.49,7.76,4.75,31.73,13.00,7.00,33.60,0.02,55.00,12.62,6.60
33,1,32.90,25.80,1.00,169.00,26.83,37.53,6.94,7.22,30.59,7.00,5.00,33.60,0.02,57.00,8.31,6.70
33,2,33.00,25.40,1.00,165.00,27.68,38.12,6.63,6.50,31.49,7.00,5.00,34.50,0.02,55.00,9.23,6.60
33,3,33.00,25.40,3.00,168.00,27.68,38.69,8.11,6.25,30.58,11.00,5.00,32.60,0.02,55.00,9.60,5.70
33,4,33.10,25.20,3.00,166.00,27.57,39.28,8.39,6.29,30.89,14.00,6.00,33.20,0.02,52.00,9.54,7.70
33,5,32.00,25.10,4.00,167.00,27.17,39.62,8.41,6.47,31.21,17.00,7.00,33.60,0.02,57.00,9.27,6.10
33,6,33.00,25.80,4.00,151.00,27.96,39.79,8.57,6.62,31.22,19.00,7.00,33.40,0.02,57.00,9.06,5.30
33,7,33.00,25.10,4.00,165.00,27.47,40.00,8.81,6.80,31.19,19.00,7.00,32.80,0.02,52.00,8.83,5.30
33,8,33.00,25.30,4.00,182.00,27.61,40.04,8.45,7.03,31.59,19.00,7.00,33.30,0.02,55.00,8.54,6.70
33,9,32.20,25.50,4.00,190.00,27.51,40.08,9.21,7.19,30.87,19.00,7.00,32.10,0.02,55.00,8.35,6.10
33,10,33.10,25.50,4.00,189.00,27.78,40.19,8.57,7.32,31.62,19.00,7.00,33.60,0.02,55.00,8.19,7.20
34,1,32.90,25.00,2.00,147.00,27.37,37.00,6.63,5.08,30.37,9.00,4.00,32.80,0.02,52.00,11.80,6.20
34,2,32.90,25.60,3.00,149.00,27.79,37.26,7.03,4.88,30.23,9.00,4.00,32.60,0.02,55.00,12.31,6.20
34,3,33.60,26.00,3.00,156.00,28.28,37.50,7.39,4.87,30.11,11.00,5.00,32.20,0.02,55.00,12.31,6.20
34,4,33.30,25.70,3.00,162.00,27.98,37.88,8.00,4.68,29.88,13.00,5.00,32.00,0.02,52.00,12.82,6.20
34,5,33.10,25.60,3.00,165.00,27.85,38.28,8.31,4.57,29.97,13.00,5.00,32.20,0.02,55.00,13.14,6.20
34,6,32.90,25.50,3.00,169.00,27.72,38.52,8.27,4.51,30.25,17.00,6.00,32.60,0.02,55.00,13.32,5.70
34,7,33.00,25.40,3.00,165.00,27.68,38.78,8.69,4.43,30.09,17.00,5.00,32.20,0.02,55.00,13.56,5.70
34,8,32.90,25.50,3.00,168.00,27.72,38.92,8.81,4.45,30.11,17.00,6.00,32.20,0.02,55.00,13.50,6.30
34,9,33.00,25.60,3.00,172.00,27.82,39.09,8.80,4.43,30.29,17.00,6.00,32.60,0.02,55.00,13.56,6.30
34,10,33.00,25.70,4.00,181.00,27.89,39.15,9.04,4.42,30.11,19.00,6.00,32.20,0.02,55.00,13.58,5.80
35,1,33.30,25.00,1.75,149.00,27.49,36.78,5.55,4.93,31.23,9.75,4.25,33.80,0.02,50.00,12.16,5.60
35,2,33.20,25.10,2.13,155.00,27.53,36.90,5.57,4.69,31.33,10.00,4.50,33.80,0.02,52.00,12.79,6.00
35,3,33.40,25.60,2.75,160.00,27.94,37.06,5.81,4.56,31.25,11.63,5.25,33.40,0.02,52.00,13.17,6.10
35,4,33.20,26.00,3.13,163.00,28.16,37.26,6.20,4.44,31.06,13.38,5.50,33.20,0.02,57.00,13.52,6.40
35,5,33.10,26.20,3.00,164.00,28.27,37.51,6.49,4.33,31.02,14.63,5.75,33.00,0.02,57.00,13.85,5.30
35,6,32.80,26.00,3.50,165.00,28.04,37.78,6.47,4.27,31.31,16.88,6.00,33.20,0.02,55.00,14.05,6.10
35,7,33.60,25.20,3.63,166.00,27.72,38.03,6.03,4.23,32.00,17.13,6.25,33.80,0.02,57.00,14.18,5.80
35,8,33.40,26.50,3.63,166.00,28.57,38.37,6.20,4.23,32.17,17.38,6.75,34.20,0.02,57.00,14.19,5.20
35,9,33.20,26.70,3.50,155.00,28.65,38.57,6.26,4.27,32.31,17.88,6.50,34.40,0.02,57.00,14.05,6.30
35,10,32.70,26.50,3.75,178.00,28.36,38.88,6.85,4.30,32.03,18.25,6.50,34.20,0.02,57.00,13.95,6.30
36,1,32.90,25.60,2.00,133.00,27.79,36.65,6.76,5.78,29.89,11.00,5.00,32.80,0.02,55.00,10.37,6.20
36,2,33.20,26.00,3.00,146.00,28.16,37.70,7.94,5.06,29.76,13.00,5.00,32.40,0.02,57.00,11.86,6.30
36,3,33.30,26.00,3.00,154.00,28.19,37.80,7.81,4.67,29.99,13.00,5.00,32.60,0.02,57.00,12.84,5.90
36,4,33.00,25.70,4.00,157.00,27.89,37.99,8.18,4.46,29.81,15.00,6.00,32.40,0.02,55.00,13.46,6.30
36,5,33.00,25.70,3.00,160.00,27.89,38.41,8.48,4.26,29.93,17.00,6.00,32.80,0.02,55.00,14.08,5.20
36,6,33.00,25.80,4.00,163.00,27.96,38.87,8.61,4.24,30.26,19.00,7.00,33.20,0.02,57.00,14.15,5.70
36,7,33.30,26.00,4.00,159.00,28.19,38.97,8.47,4.21,30.50,19.00,7.00,33.20,0.02,55.00,14.24,5.80
36,8,32.80,25.60,4.00,158.00,27.76,39.44,9.11,4.23,30.33,20.00,7.00,33.40,0.02,55.00,14.19,5.90
36,9,33.20,26.10,4.00,155.00,28.23,39.61,8.95,4.28,30.66,20.00,7.00,33.60,0.02,57.00,14.03,5.70
36,10,33.20,26.00,4.00,156.00,28.16,39.81,9.47,4.31,30.34,20.00,7.00,33.20,0.02,57.00,13.91,6.60
37,1,33.50,26.00,2.00,159.00,28.25,37.36,8.33,6.23,29.03,7.00,4.38,30.20,0.02,55.00,9.63,5.70
37,2,33.40,26.20,2.00,169.00,28.36,37.67,8.39,6.13,29.28,8.00,4.58,31.20,0.02,55.00,9.80,6.00
37,3,33.00,26.00,3.00,176.00,28.10,38.00,8.29,5.95,29.71,10.00,5.21,31.60,0.02,57.00,10.08,5.20
37,4,33.50,26.00,3.00,184.00,28.25,38.33,8.87,5.82,29.46,13.00,5.58,31.80,0.02,55.00,10.31,5.90
